,h,l,v,q,a,n,v5,q5,r,r5,a50,a100,a200,a500
WIN-USDT,0.0008799,0.00026359,87096949.38846183,161223988242.6725,0.0005402232653950013,1756.0,23229.53085478364,78072608.05313697,7.446252847380411e-06,2.023999999999993e-06,0.0003063982338352541,0.00030498041101671594,0.00030422471176668706,0.0003527684445555654
GTC-USDT,30.0,5.9053,86155247.48376937,5484801.8912930805,15.707996239670504,1755.0,1108.216003686,145.97816,0.33868284900284895,0.0706800000000003,8.032005061260682,7.912037901913689,7.659833727623887,8.956212120563615
BCHSV-USDT,219.65,12.91,84913292.01945826,640592.15914833,132.55437302315852,1756.0,9738.270714052353,107.69093958599998,1.716862186788155,0.6615999999999985,91.68709802238824,91.13671158844828,90.84498734999246,95.2936276507693
CTSI-USDT,1.2,0.0009,84353056.1634297,101354314.72608265,0.8322591533611561,1755.0,5210.621968019159,12184.917880429999,0.012970370370370373,0.004039999999999988,0.4564753741526195,0.4567287625832611,0.461031572369415,0.5722563339090389
HEART-USDT,1.5,0.015,83962154.94982818,495334843.2982472,0.16950585262840784,1238.0,8885.312910772058,57707.55094311,0.005148222940226171,0.0013399999999999968,0.1680934254706199,0.16733046658041215,0.16239922742976234,0.16077662054204464
API3-USDT,6.987,2.35,83575156.00104424,18497590.207172,4.518164531974548,1756.0,13447.5270812578,3949.0840924540003,0.08344874715261959,0.04079999999999995,3.545643666991428,3.5219993058617787,3.684583808897285,4.48602647783629
LSS-USDT,1.62321,0.52741,83161707.90660208,88140230.26463595,0.9435158911760709,1756.0,3263.236086387916,5532.42904741,0.025745820045558088,0.009723999999999977,0.619023191675466,0.6251550273985205,0.6484217401400915,0.7423398636681241
SXP-USDT,2.689,1.1157,81312274.50593469,44231507.87396425,1.8383337673594682,1756.0,8985.57822571632,6778.994045258,0.025205580865603643,0.015280000000000005,1.3701790524471245,1.3432972741413207,1.3254322694939793,1.503702879733357
ETC-USDT,53.4562,21.2183,80947108.61721268,2217044.47994309,36.511269552557884,1756.0,13363.541897886831,505.51263532600007,0.40402363325740326,0.2558200000000014,27.153365704372032,26.353983593557583,25.47745236270419,27.44181486073144
PRE-USDT,0.43,0.190002,79423082.20677753,268444380.5218893,0.29586420118897316,1756.0,3597.5033672910213,14996.597789054,0.0055831645785877,0.0006999999999999951,0.2422046735793403,0.240165503307183,0.23994184235512825,0.31481071885424095
LTO-USDT,0.6525,0.1621,79341993.38275726,190150687.7391977,0.41725851389808927,1755.0,4913.547302404,25360.188580000002,0.008034301994301994,0.0019799999999999983,0.19925562817571135,0.20232373756732613,0.20730284778219196,0.24136400071701045
CRPT-USDT,0.32059,0.09817,79142564.5434102,531509501.1501017,0.14890150481253547,1756.0,42730.39395712263,191476.16586227802,0.003511850797266515,0.013859999999999994,0.25029251549345005,0.2713578180080202,0.224805824359226,0.18354649477522605
CELO-USDT,6.2962,2.8984,78877432.24582507,17845191.97476653,4.420094351316555,1756.0,4582.1195380909585,1514.4170944740001,0.0757362756264237,0.02444000000000015,3.196229510817601,3.1413700132888778,3.123789795088421,3.9256723660984294
SENSO-USDT,3.288411,0.810081,78090420.06931394,38122477.86788907,2.0484088243143885,1756.0,712.0423056606658,816.0884736380001,0.046778661161731204,0.005479999999999996,0.9109021933373519,0.8998409882588857,0.9166541756318555,1.239209949572206
VLX-USDT,0.5827,0.1903,77864557.35768029,230757292.5293206,0.33743053796571404,1755.0,8403.68129117212,34188.27695777999,0.00814153846153846,0.0014600000000000001,0.25224911161374,0.2481957916639722,0.24785968938470562,0.29272305631276896
KMA-USDT,0.146,0.005,77845601.94228834,2677597264.851253,0.029072931528637803,1576.0,407.1124785779768,71000.278139996,0.0008819162436548223,7.999999999999952e-05,0.0061343191176133054,0.006016854814610263,0.006334212738005231,0.008879922900186242
KAI-USDT,0.155,0.0366666,75483771.80207863,808547443.9375238,0.09335725734841509,1756.0,1117.1910576386058,26796.627985512,0.00155793701594533,0.00025295999999999793,0.04273999036998319,0.04196341871617016,0.041404897440309625,0.04615199753434829
COMP-USDT,311.24,75.0,73746569.12608604,346608.03001789,212.7664760746589,1756.0,6862.693844433221,56.581912296000006,3.0738781321184514,1.5340000000000003,125.47027792015045,122.98211823534893,124.36777856535942,143.4273655549731
XNL-USDT,1.2788,0.1698,72773324.51140729,149241820.73703527,0.4876201868351244,1755.0,9598.241934075711,47936.915871072,0.014827065527065525,0.001999999999999996,0.22540485058512663,0.23010201788589998,0.21611180020642207,0.2510009348282642
SHA-USDT,0.009699,0.0038,72550300.98671198,12056538865.465998,0.006017506499690435,1756.0,8874.540619127263,2155768.003271754,0.00011774202733485192,4.0599999999999835e-05,0.004177490814763735,0.004145465953199251,0.004256857494309581,0.00478580492564091
VXV-USDT,10.43,1.93,72526379.43579628,13629950.783959059,5.321103545080426,1755.0,8671.672782487822,3295.392801482,0.16622222222222222,0.03600000000000003,2.6894463062691294,2.6769116519310723,2.527735613745817,2.8489876065016295
ACE-USDT,0.16958,0.02694,71526332.60287459,894903363.6983924,0.07992631998529506,1756.0,5566.460692069895,189170.110487198,0.0021796526195899772,0.0005700000000000004,0.03174296246883877,0.03237693306955956,0.03378570998453607,0.03722469739012742
AIOZ-USDT,1.1888,0.1621,70276300.12692975,106672718.4173023,0.658802936398506,1756.0,2616.691664151795,13792.843926438,0.014829555808656037,0.002360000000000001,0.19163451244398635,0.19161662175248514,0.1982146168289417,0.22755406591104438
UFO-USDT,3.32e-05,6.5e-06,69950905.31241255,3751006572269.4326,1.864856911463391e-05,1144.0,135864.23398315,9952443517.088129,5.479370629370631e-07,5.439999999999992e-07,1.3473980131897044e-05,1.3000997666241074e-05,1.1991691240921142e-05,1.1679727221060346e-05
DAO-USDT,6.46,2.14,69620769.6712892,14558082.210840441,4.782276172300169,1756.0,7192.289266678004,3277.844347348,0.08673568906605923,0.02187999999999999,2.33166416702823,2.371503670945224,2.501570226036564,3.4138663115332153
UBX-USDT,0.000995,0.000211,68930425.30753073,134088024389.1586,0.0005140684682434918,1756.0,4771.737221666774,19718673.044964533,1.3630979498861047e-05,2.7999999999999922e-06,0.0002524575215112433,0.00025458267861834565,0.0002581315778764233,0.00029309006463741594
XDB-USDT,0.80774904,0.261,68731039.20762336,151972084.42091936,0.4522609495653029,1756.0,23356.029383941666,66297.19359217401,0.010127520780182234,0.0043719060000000035,0.34318020597161747,0.32061702070147297,0.3044105660923091,0.31780737009666776
OUSD-USDT,1.019,0.9518,68394454.35163465,68431288.08912455,0.9994617412806562,1756.0,1236.7499896853312,1247.03598812,0.0009552961275626452,0.0006399999999999961,0.993731814710246,0.9959156152437176,0.9985390360628585,0.9967981666052759
ILV-USDT,1950.0,496.482,68250810.50005798,54617.38761901,1249.6168981231679,1755.0,8589.216393626379,14.463369201999999,18.857069515669515,8.65400000000002,617.0480124690449,603.4835656491445,588.5192199294845,635.0125443850975
PHA-USDT,0.7381,0.2306,67917764.10268095,147014356.2466126,0.46198048841400724,1756.0,3187.3990565317645,12903.63470829,0.007639407744874715,0.0015199999999999936,0.2549632123461682,0.2509590276878139,0.250221603564313,0.3096439973504394
NEO-USDT,42.5785,16.1392,67763297.4298279,2354365.87989331,28.78197395253564,1756.0,10489.385024732928,519.607300912,0.31299806378132117,0.25075999999999965,20.602408116027874,20.043122962218092,19.22900523895624,20.944747731823753
ZCX-USDT,4.9467,1.0328,65474719.45116996,21209781.765324738,3.087005805887767,1756.0,6078.957016102256,4556.702271146,0.04289123006833714,0.02406000000000006,1.4181870177778337,1.3412319666469776,1.27345596848708,1.6270138370997709
SUKU-USDT,1.3,0.30036,65224127.38638882,106084110.42420848,0.6148340889655481,1756.0,34617.68395821571,82528.92115154999,0.010396492027334853,0.014194000000000007,0.5045025366285996,0.49678371138375155,0.45832360697832075,0.5929021520532265
CPOOL-USDT,1.92,0.3201,65200544.716001205,72218905.17359087,0.9028182379569477,1755.0,13962.959297950045,30878.492265003995,0.021814985754985753,0.006899999999999984,0.479456989934559,0.4869830687146013,0.5054915182439903,0.5135788715216576
OMG-USDT,9.706,3.692,64439886.09335305,9439840.50681626,6.826374454825026,1756.0,7378.920667608814,1597.5194344279998,0.09161845102505695,0.056199999999999764,4.836314489673046,4.853478686425369,4.423951390179805,4.996528695261975
CIX100-USDT,0.27,0.06405,64071848.87762997,407492249.14170104,0.15723452166902363,1756.0,28756.311266366487,295800.56211279397,0.003196725512528474,0.0020860000000000045,0.10174867585409066,0.10391829206791559,0.10187787807413282,0.1148904846241178
SNX-USDT,8.787329,2.55,62609982.58559756,10255632.385571519,6.104936315159123,1756.0,19316.420580407837,3629.080009918,0.09385567938496583,0.08236380000000025,5.620196565771337,5.465424612838881,5.072712918056851,4.887053961016474
BEPRO-USDT,0.0135,0.0023764,62089350.61945079,8816087444.955069,0.007042733072592298,1756.0,2101.0875402440347,729266.23367644,0.00017062782460136673,3.867999999999996e-05,0.0031249538424363114,0.003091139554068935,0.0029442346501973066,0.003342136964790278
OPUL-USDT,6.82,0.73425,61468386.24803527,18110875.07076073,3.3940042106123007,1755.0,2534.755641643141,3215.056709152,0.0698768831908832,0.011812000000000045,0.8018162741526437,0.8331141721618947,0.8642284909628684,1.1654764101360195
UNO-USDT,0.99,0.1522,61440242.80483012,134201392.16885194,0.4578212029836927,1756.0,17292.70312039636,78128.63845692,0.011862072892938495,0.007180000000000003,0.21153537491826635,0.2033930519486737,0.1964949890845213,0.2290503365555201
TVK-USDT,0.5483,0.0961,61327075.76980865,211276718.0469342,0.29026897207000874,1755.0,4556.278414949794,36934.442573376,0.005232706552706552,0.0013800000000000006,0.12870388568316668,0.1285238397091338,0.12508585940037126,0.1435081028970341
BOA-USDT,0.39387,0.10469,60305582.356940314,229694989.7154969,0.2625463551975407,1756.0,1315.422498629395,10340.883998656,0.005316902050113895,0.0007500000000000007,0.1311559926113621,0.12989988650843337,0.12662944790659814,0.13604009663329025
ROUTE-USDT,15.0,2.3832,59950188.31777459,8809091.15768658,6.805490741852936,1755.0,16170.73174633988,4459.027215666,0.1274334472934473,0.08146000000000005,3.801876908737426,4.112556509742825,5.785674149388204,7.932613765642876
ALBT-USDT,0.88999,0.31663,59466616.82226419,98691896.61039168,0.6025481206123938,1756.0,9274.10349800667,25688.674924304003,0.012719527334851936,0.0061840000000000115,0.37599889972478456,0.376991793474419,0.368203352976637,0.4001798724822505
ANT-USDT,14.2461,3.4774,57820297.634702474,7139052.51444288,8.099155667748255,1755.0,18646.507400044713,2392.986074972,0.19327527065527064,0.11072000000000007,7.950668160836155,7.204138582177759,6.476553712563076,6.263449830550157
ARPA-USDT,0.176626,0.049605,56480738.0198663,481746619.5303094,0.11724158661441896,1756.0,1741.9070373442707,28865.799855405996,0.0016692152619589976,0.0005042000000000004,0.0622026586547717,0.062216510518446504,0.06519169291337158,0.06576658716358391
TOKO-USDT,0.087805,0.018002,55749481.209321395,1269722408.3850465,0.0439068262804221,1756.0,2459.4012686907686,129031.786611668,0.000994150911161731,0.00022300000000000027,0.01993528531161246,0.019904286696708934,0.02032400001587013,0.02464475760152119
TLOS-USDT,1.3,0.43148,55647184.49725983,68869283.91691463,0.8080116611114149,1756.0,38387.99857733739,35422.754892246005,0.012805575170842826,0.014520000000000088,1.1074013543688457,0.9945669967676389,0.9264428189090785,0.7881151281804085
CUSD-USDT,1.0141,0.964,54723447.33549058,55064788.1720078,0.9938011050646202,1756.0,4180.6976410291145,4207.1694007880005,0.0017657175398633263,0.00034000000000000696,0.992737296026629,0.9927991127465451,0.9925306746343171,0.9948881896898855
HAI-USDT,0.2011,0.06738,54168753.44389278,395551036.23163295,0.1369450424399136,1756.0,842.66387310292,9524.01976919,0.0027932004555808656,0.0006740000000000024,0.09664222455746736,0.09837240282227289,0.09321647238135311,0.09168393304229085
PEOPLE-USDT,0.189,0.0307,53035563.325948104,525667280.6113821,0.10089188595543669,1022.0,26147.940530888354,332362.880565134,0.0026389432485322893,0.0019799999999999983,0.09004306662896841,0.08727278533329033,0.07541734232987078,0.07061350893712338
NORD-USDT,7.9005,1.497,51971741.2636942,11700029.63707698,4.4420179158348105,1756.0,723.303471126098,425.73731347,0.11416121867881548,0.01150000000000002,1.7646183796993327,1.7745958102714887,1.7503520068329177,1.9701506038035566
GHX-USDT,0.1459,0.0391,51790280.1258076,611603406.028684,0.08467951554111955,1756.0,2238.2428898319895,43049.602510476005,0.0017327448747152616,0.00042000000000000094,0.0560794642668917,0.05250120815115021,0.05061710111881241,0.05386397783774294
STORJ-USDT,3.4969,0.928,51664472.71532161,23687734.82259103,2.1810642977161803,1755.0,3340.231531953957,2921.764337746,0.03450415954415954,0.012080000000000046,1.166416440651702,1.1496997530560484,1.1097803940497244,1.3235963195533464
JUP-USDT,0.02566,0.00686,49949311.28727851,4422238272.445371,0.01129502939688005,1756.0,15630.817585658468,890654.6494953921,0.00019428815489749428,0.0002700000000000001,0.015288019563142723,0.014408832583487454,0.012792176423807713,0.012378119882954682
OGN-USDT,1.3385,0.2725,49823098.06999676,61698508.98157282,0.8075251556707338,1756.0,6134.749762269179,19357.371369988003,0.012179669703872437,0.0036799999999999945,0.3265825280167568,0.3224341146288525,0.32434530172852966,0.3763978194352999
AI-USDT,0.0608,0.00961,47866922.06883991,1491151420.0233283,0.03210064479440395,1756.0,1205.1321211154384,112021.56624227199,0.0007451936218678815,0.00013199999999999982,0.011628309938140959,0.012026023683116447,0.011651796014320264,0.013910006881995009
ARKER-USDT,0.66,0.01,47381018.22438079,654171936.7958286,0.07242899849305019,1312.0,9205.27244500321,285130.72384588793,0.002722431402439024,0.0007939999999999989,0.03522530101361995,0.034952242131790365,0.03300995674804176,0.03722190036155019
ORN-USDT,9.0,3.0621,47356072.50209385,7680325.20797683,6.165894180224239,1756.0,5886.18749811757,1519.801040672,0.09373815489749432,0.024400000000000067,4.257800517049953,4.455126182605506,4.3233685506269985,4.316405451437858
CWEB-USDT,1.32,0.013,47003411.95916611,373195861.1329875,0.12594837417668078,832.0,1113.062803265599,29939.078137642,0.0036526802884615387,0.0004979999999999999,0.040622707422414056,0.04076155132587955,0.04590010230304137,0.06226391730492529
SKL-USDT,0.44,0.0926,46710556.85201346,205360351.74808678,0.2274565487174115,1755.0,4208.608399273688,38439.578088822,0.004122564102564102,0.0009600000000000025,0.11507221751131243,0.11475252255693073,0.11825421865888089,0.13002717426380436
GARI-USDT,4.0,0.2,44706811.88307559,81339217.23375693,0.5496341543906772,373.0,59088.281081111425,99645.31978275799,-0.447360053619303,-0.59242,0.6135003496028166,0.5678908039718377,0.48770174444399744,0.5496341543906772
NFT-USDT,5.436e-06,1.684e-06,43553895.2346694,13951274522183.63,3.1218578034153986e-06,1756.0,129864.700500987,66007756015.18977,4.607687927107061e-08,1.0399999999999934e-08,2.0095284222754415e-06,2.0097177877419173e-06,2.0076152503303324e-06,2.138780245918281e-06
POLS-USDT,5.17,1.3289,43261217.39212392,13393921.545736812,3.2299141998404233,1756.0,5034.506140707999,3334.5720200000005,0.043346127562642375,0.013119999999999975,1.5612353064675604,1.5526529456909723,1.5589584349633383,1.7554419623856639
AUDIO-USDT,3.49,0.765,43143462.67625173,23142811.10025256,1.8642274047590053,1755.0,4739.969057069946,5181.029591752,0.03270068376068376,0.010280000000000022,0.9712660195009842,0.9394922962700709,0.9131716765234833,1.056613198088677
IOI-USDT,5.941,0.672,42868094.252939105,13923384.40213842,3.0788559027613442,1756.0,3311.544771672195,3596.6831940280003,0.062340205011389524,0.010339999999999993,0.9013026543619868,0.8826287513688741,0.862037613657611,0.9696427591564918
HOTCROSS-USDT,0.54813,0.24508,42623563.55081071,108541201.63113597,0.39269478235243505,1756.0,1812.2657365194002,6396.15838,0.005490552391799544,0.0017900000000000138,0.290833016665931,0.2928741739703804,0.29294053259290465,0.29119153291370126
CQT-USDT,1.2901,0.3402,41713774.675759,60563695.20794158,0.6887587445339559,1756.0,1020.192445407392,2619.125846184,0.01190894077448747,0.0009599999999999942,0.392309736351744,0.38776223240053104,0.39173287008760926,0.537479701999174
MNST-USDT,0.24,0.04189,41629257.39794117,360969484.1570716,0.11532625117924565,1756.0,4950.443816037518,106345.961990796,0.0031875398633257404,0.00026400000000000035,0.04921805419154018,0.04966299070595621,0.04987754224290249,0.061645405680211735
WNCG-USDT,4.4196,0.776,41282052.37888411,18129774.29335808,2.27703068504322,1755.0,1183.1866117,1089.36908,0.054327350427350436,0.007099999999999973,1.1333463034905953,1.1517043743479773,1.1016614816584689,1.2439551490589196
WAVES-USDT,23.9941,7.5634,41154857.39146506,2537759.74488111,16.217002998206635,1756.0,13451.31052756713,1550.9206117299998,0.2336509681093394,0.0941200000000002,8.894574029399715,8.98463682461243,10.151068213608454,10.567234057930476
DPR-USDT,0.202,0.076,40927650.83578821,340940824.84898806,0.12004326807713972,1755.0,4596.626266473421,44773.66056505799,0.00267025641025641,0.00126,0.10486772324597776,0.10394850508122533,0.10255501175749762,0.11766813620723597
FKX-USDT,0.16231,0.04248,40875594.17921068,453722227.8127681,0.09008946812294658,1756.0,4609.604779773127,86219.502981696,0.0022233940774487476,0.0008140000000000008,0.0587341184773833,0.05936560698610444,0.07675827952114268,0.0681206517626879
MKR-USDT,3456.66,1614.69,39898622.11415621,16011.1680977,2491.924503614926,1756.0,7943.56476924,3.717557482,29.895523917995448,21.485999999999876,2197.580079868005,2098.6756711939465,1933.9303493067428,1933.6980502374843
CLV-USDT,1.3367,0.3117,39372849.65340541,50282207.05242624,0.7830374194265917,1755.0,2800.5334514121655,8476.09122101,0.013438062678062676,0.002960000000000007,0.34192953468608156,0.3419631256284577,0.34622986124683436,0.5077470000395483
NANO-USDT,5.540263,1.92,39203384.39985056,10452208.67430529,3.7507272980709248,1756.0,1855.3910162448792,886.8505806,0.05420079384965833,0.015029000000000004,2.1438320863064226,2.218205806327379,2.3117691372428726,2.455790719844643
EPIK-USDT,0.9632,0.1229,39101867.353514,115076390.2297269,0.3397905276265182,1481.0,3931.4688793494547,27251.427757506004,0.009834908845374747,0.0014600000000000001,0.14709831939947846,0.14491937101038632,0.1461856247381721,0.17787433199394073
VIDT-USDT,1.3,0.4048,38631191.26972121,44030414.71509589,0.8773751398820336,1756.0,4136.8453646877715,7868.777635152001,0.013740375854214126,0.008880000000000022,0.5147437244406227,0.5086805457582767,0.4915700893243794,0.5362071300682402
PBR-USDT,3.49,0.261,38435557.2864072,32368543.05773645,1.1874355054488828,1755.0,1847.3675490719302,4454.621985031999,0.03822119658119659,0.005320000000000014,0.42906442013547724,0.42007683931783485,0.42365194110954896,0.4608952193336926
XYM-USDT,0.552,0.1423,38073060.351583205,135012371.71592835,0.2819968264218816,1756.0,600.5939352678731,3404.7375472020003,0.004149544419134396,0.0009599999999999997,0.18138759445795352,0.1783415218194317,0.1685593575400715,0.17812927926929698
TARA-USDT,0.025,0.00506,37687823.93743537,2797172066.901347,0.013473545079114569,1756.0,3834.7785958584,558517.1769000001,0.0003888097949886105,0.00010600000000000002,0.007290960682832459,0.006626181103912748,0.006561773754232806,0.007402329283330449
ERG-USDT,8.721,2.82,37685930.613309816,6736939.69598325,5.593924291140563,1755.0,2112.7937983404,615.8159018680001,0.08157150997150998,0.02079999999999993,3.51105670371189,3.511147020801483,3.6111729329092785,3.7647203950868224
KRL-USDT,2.72109,0.77295,37507632.77689943,22585634.72473019,1.6606853530589674,1756.0,4700.0970954248005,5779.56614,0.019977813211845104,0.004040000000000021,0.9264823042014763,0.9058103758286603,0.8794085361552993,0.941250591485563
BTT-USDT,0.0031514,1.2e-06,37379903.97816523,3462287255594.9287,1.0796303489192205e-05,1021.0,111670.24554186144,53724358226.92488,1.6580281096963764e-05,2.8799999999999877e-08,3.722982377835906e-06,8.697364943742365e-06,1.875058830368571e-05,3.242117472791224e-05
FALCONS-USDT,1.1,0.1,37226678.639159255,139709234.01705152,0.2664582545389644,1144.0,14193.757109053997,88490.9907,0.01114702797202797,0.0009800000000000086,0.17216233793278396,0.1718589432604882,0.16619971095618608,0.19576211489777684
ARX-USDT,0.04703,0.01264,37096185.80493079,1560613694.7798123,0.023770255207304653,1756.0,877.6651370755442,67550.13986912,0.0006252220956719818,0.00015200000000000006,0.013897006083659728,0.01406220755119494,0.014096200465834886,0.017958649441640204
DEGO-USDT,14.43,3.0686,36498452.84167156,4529474.52164104,8.05798833116034,1756.0,1282.8702146020564,354.39453513599994,0.12658946469248294,0.028179999999999962,3.7681807558305014,3.7430273019196405,3.722636341673357,4.152899373810832
XHV-USDT,12.936,1.604,36416124.068555325,7336077.29679833,4.963977694789059,1756.0,6782.981176048481,4005.9868108779992,0.1464470387243736,0.02160000000000002,1.80690967638995,1.7935320762645044,1.7913062618794022,2.2592074738237002
DIVI-USDT,0.189,0.05071,36193950.121322416,358126227.31038713,0.10106478487528703,1756.0,1325.5977740475098,19198.529892224,0.001882351936218679,0.0003099999999999992,0.06743130944377666,0.0645192580897117,0.06261122772178465,0.06527227860161412
XCUR-USDT,5.66,1.322,36037621.35349074,13079315.16614477,2.7553140891330865,1756.0,3017.565986059436,1606.196636914,0.07452619589977222,0.03740000000000001,1.9436818173162884,1.962366958201687,1.9599740316742968,2.1227073028379437
KLV-USDT,0.04792,0.02117,35845568.48383875,1027412164.3926682,0.034889180531581555,1756.0,4413.231901272456,192867.20840457798,0.0004969817767653757,0.00018400000000000084,0.022706460810473728,0.022806536335249625,0.02367630164883167,0.026504119892883683
FEAR-USDT,3.98,0.5266,35720523.30936259,17647787.2335687,2.0240794404760774,1756.0,1062.692564328983,1895.714981342,0.03730279043280182,0.0012399999999999744,0.5854587117365604,0.5880837299401125,0.5819708351008767,0.7077955055259796
SWASH-USDT,0.41414,0.04234,35647710.832381025,167207928.31345046,0.21319390289649004,1755.0,234.8652486003576,5479.706102242,0.003533880341880342,0.00010599999999999915,0.04595728809256082,0.04613169829214806,0.048259989929990386,0.058218808387230446
DGB-USDT,0.054367,0.017515,34853386.5474091,956488645.2018689,0.036438892110478974,1756.0,4781.1186937034345,226059.24723049797,0.0005065005694760821,0.00023060000000000024,0.02194338761609604,0.02165253238955603,0.021796520918296255,0.023629433223444376
KEEP-USDT,0.92,0.3534,34490376.72923532,48397575.152463466,0.7126467931623169,1755.0,1659.6761718041842,3929.7208606319996,0.010886723646723648,0.003159999999999985,0.4494479152856771,0.44067681698938893,0.42502160928894894,0.4932099433542449
NWC-USDT,0.840658,0.202065,34105287.65917705,61861646.021509215,0.5513155541855237,1756.0,9026.478632024722,39591.870125830006,0.009868640660592254,0.003345999999999999,0.2281025411995651,0.2260651506271826,0.22996088161988812,0.2714392418316254
ALEPH-USDT,0.93,0.345001,33672109.84237823,63904110.55463694,0.5269161803541439,1756.0,8901.556094234746,17778.056542112,0.010556276765375855,0.008232400000000006,0.5373146531698704,0.5250546700182995,0.5158937407279789,0.6583871619523028
OPCT-USDT,0.6,0.14,33381081.003301732,95060608.30989966,0.3511557689014432,1756.0,7903.623674027879,39170.38974257601,0.007855279043280183,0.0048079999999999954,0.22950989609062386,0.23973044269505833,0.2459667890447287,0.22911264516030444
NGC-USDT,2.3478,0.35,33205033.511644945,31964057.395117305,1.0388241111316865,1528.0,3340.0779453571786,6643.410578218,0.024633376963350787,0.011899999999999999,0.5351573516388023,0.565536881023907,0.5884821779342735,0.6668757521281304
CWS-USDT,17.95,3.788,33178743.87044664,3645783.55952419,9.100579704950118,1756.0,914.5736405199999,220.86448000000001,0.10520330296127563,0.008800000000000096,4.159095757029836,4.148795190768834,4.0763613660210725,4.90396137828455
KIN-USDT,0.00018,2.82e-05,32937397.20201248,374456227752.8053,8.796060730429586e-05,1552.0,13299.38435014243,248689254.0377325,1.4751288659793813e-06,1.1999999999999993e-06,5.482846718559209e-05,5.192242706059597e-05,4.726961154741756e-05,4.644207654200683e-05
PEL-USDT,0.954,0.088,32843815.444688953,74771181.66481097,0.43925767539589394,1380.0,1504.568178572,12871.44792,0.010015289855072464,0.0019199999999999968,0.1279398828561415,0.1256323799900829,0.1185279680847855,0.15300522200569217
HAKA-USDT,0.4681,0.0768,32507541.584302545,142256885.12922698,0.22851295777193845,1755.0,2130.178927331862,23226.094963906,0.005601595441595442,0.00184,0.10209033736415705,0.10822456071489929,0.10695036832124152,0.11411638913638344
UMB-USDT,0.5952,0.1422,32250491.020636357,96936366.1028065,0.33269754496916965,1755.0,7206.0337005681795,47371.181998695996,0.005352535612535612,0.0026799999999999992,0.16035256192833103,0.1596709618785618,0.16014802980876977,0.20699184025648826
ELA-USDT,7.7486,2.2613,31913331.1453759,7915990.19079251,4.031502108541761,1756.0,7458.753852211174,1704.2916888659997,0.08983986332574033,0.0375,4.7925055817245905,4.8174522048524375,5.2176858292043224,5.350035307532769
SLIM-USDT,3.9,1.023,31687521.425265208,11651242.980457451,2.7196687493698715,1755.0,2841.12899639786,2420.9395939819997,0.05133219373219373,0.02300000000000004,1.2517979773200212,1.213949899762483,1.1889729848264028,1.432985176195583
TOWER-USDT,0.15,0.02461,31442460.478480216,323908310.1827636,0.0970721018572786,1756.0,108.5163184021764,3797.3137451739995,0.0018345501138952165,0.00013599999999999932,0.030645915561171855,0.031308908484798406,0.030575475278736306,0.03333481941341826
ISP-USDT,0.009475,0.0025,31391369.30107952,5605654723.133378,0.005599946991300379,1755.0,4629.27265845943,1347050.313923538,0.00012697435897435897,3.80000000000001e-05,0.0036293178477450725,0.0034283300295518556,0.0032596411565195345,0.0036135714991136557
POL-USDT,0.2587,0.0764,31284053.256753,192617389.66216573,0.1624155187214536,1756.0,4652.086148855786,58704.012112899996,0.002262750569476082,0.0007339999999999985,0.08544269674894163,0.08536602588035642,0.0868473021642444,0.09726164401760855
BMON-USDT,0.4058,0.0468,31275110.183136567,198209025.40743652,0.1577885271311322,1755.0,848.8116963453471,16719.39868249,0.004281937321937322,0.0006000000000000005,0.052901392374874893,0.05232026191044234,0.05200454225675333,0.06568370164297228
AMPL-USDT,1.41089,0.69277,31252503.996052146,33025545.09189436,0.946313040680822,1756.0,7562.9696948866085,7810.735026029999,0.012768206150341686,0.007765999999999962,0.964800594376077,0.959455139775656,0.9184579764578914,0.9957251608345444
EQX-USDT,0.4771,0.1347,31134909.996770803,112039553.12811391,0.27789212940870045,1755.0,1511.6374533317635,9347.529784557999,0.006066096866096865,0.0009199999999999986,0.17034271882144103,0.1654854473259411,0.16372309110045097,0.24226858256317887
IOST-USDT,0.0455,0.01333,31067776.99609837,937312417.745932,0.0331455941561201,1756.0,2914.4984641441997,116703.52778,0.00041033599088838264,0.00023999999999999992,0.02577122995280888,0.02563053409845931,0.024089122571910846,0.023870996299383163
ZEN-USDT,138.0,30.08,30837045.858287305,377069.27111819,81.78085094773375,1756.0,1125.2540354916441,29.553632081999996,1.2052175398633258,0.4353999999999999,39.273606681109825,39.84697904285746,38.821509609332374,42.658767478158964
GOVI-USDT,2.0851,0.6926,30823729.987846605,25117740.16655731,1.227169712858423,1756.0,2242.85991337,2537.24716,0.02118154897494305,0.007759999999999989,0.8908413142403689,0.8479299289592085,0.8137276906251681,0.8933075904942394
MONI-USDT,2.75,0.3778,30766848.66026008,22353746.236334912,1.3763620797595923,1755.0,3628.3924970919993,8868.400440000001,0.022729287749287747,0.0021399999999999865,0.4119927080895147,0.4100210931854699,0.4104343172594402,0.5905570139819029
VELO-USDT,0.23,0.039,30525928.32290807,266838794.31507072,0.11439838948929025,1756.0,905.5733843556594,15843.986484382001,0.0027095153758542137,0.0005050000000000013,0.05913566458693243,0.06074381983740837,0.060518829990856934,0.07218772876880594
LOCG-USDT,0.415,0.05001,30315188.720811017,144102296.09781668,0.21037269732491326,1756.0,1102.554066271768,18127.21270133,0.004613166287015946,0.00042200000000000153,0.060815281638918736,0.06049694304688471,0.06065314790100725,0.07020651141305842
